item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Giacca di pelle bambino,"['https://images1.vinted.net/t/02_01d92_xDAGNr4tg3xYrDnYGFWzXcoQ/f800/1682627199.jpeg?s=e6ce2ea0cd6a24c7ebccf9b37c9d243ab114565b', 'https://images1.vinted.net/t/01_00a15_ipq4WGeMdXp3obx9ZUynaAE8/f800/1682627199.jpeg?s=3408230e62968a61bada773b01cb64b40891035d', 'https://images1.vinted.net/t/02_01d92_xDAGNr4tg3xYrDnYGFWzXcoQ/f800/1682627199.jpeg?s=e6ce2ea0cd6a24c7ebccf9b37c9d243ab114565b', 'https://images1.vinted.net/t/01_00a15_ipq4WGeMdXp3obx9ZUynaAE8/f800/1682627199.jpeg?s=3408230e62968a61bada773b01cb64b40891035d']",https://www.vinted.fr/ninos/abrigos-y-chaquetas/cazadoras/chaquetas-bomber/2954114468-giacca-di-pelle-bambino,BARBOUR,BEIGE,"20,00 €","Indossato pochissime volte e in ottime condizioni 
(Si accettano offerte)","8 ANS / 128 CM
SIZE INFORMATION",2,"CAVA DE' TIRRENI, ITALIE",27/04/2023 22:26:39,AUCUN MEMBRE INTERESSE,veste barbour
Abrigo de Barbour,"['https://images1.vinted.net/t/03_000b7_QgLTdjF6f4iGnK9cWYPchZ7K/f800/1682335584.jpeg?s=01118d8b83a818ee83c2488aafed269ee8fdc92e', 'https://images1.vinted.net/t/02_02346_NnhohAnZT6PhfztRouyWTEov/f800/1682335584.jpeg?s=12da3938f14d3448b2bccfab157bfb4fd18d235a', 'https://images1.vinted.net/t/01_01532_zJBWWre6Dpc8XVFyECNpTU45/f800/1682335584.jpeg?s=3a8bc1afbfe1963888775cbdd5f7aab3c457d2b9', 'https://images1.vinted.net/t/03_00d88_TxuR68ZELy8TJjnGcpLUgPCB/f800/1682335584.jpeg?s=02861871f8d323c14fea64c908ba5263c4e19f1f', 'https://images1.vinted.net/t/03_002a4_Zz11Lm2yqfZj6L6MGj6bAZt5/f800/1682335584.jpeg?s=b96fa0150b18516d9782e0af60aa29864b1f9a48', 'https://images1.vinted.net/t/03_000b7_QgLTdjF6f4iGnK9cWYPchZ7K/f800/1682335584.jpeg?s=01118d8b83a818ee83c2488aafed269ee8fdc92e', 'https://images1.vinted.net/t/02_02346_NnhohAnZT6PhfztRouyWTEov/f800/1682335584.jpeg?s=12da3938f14d3448b2bccfab157bfb4fd18d235a', 'https://images1.vinted.net/t/01_01532_zJBWWre6Dpc8XVFyECNpTU45/f800/1682335584.jpeg?s=3a8bc1afbfe1963888775cbdd5f7aab3c457d2b9', 'https://images1.vinted.net/t/03_00d88_TxuR68ZELy8TJjnGcpLUgPCB/f800/1682335584.jpeg?s=02861871f8d323c14fea64c908ba5263c4e19f1f', 'https://images1.vinted.net/t/03_002a4_Zz11Lm2yqfZj6L6MGj6bAZt5/f800/1682335584.jpeg?s=b96fa0150b18516d9782e0af60aa29864b1f9a48']",https://www.vinted.fr/dames/kleding/buitenkleding/jacks/quilted-jassen/2940607229-abrigo-de-barbour,BARBOUR,NOIR,"31,95 €","Abrigo de Barbour

Negro 

Medidas en las fotos ( mirar bien las medidas y la etiqueta de talla )

Estado 9,5/10 ✅

Envío en 24 horas 🚀","L / 40 / 12
SIZE INFORMATION",159,ESPAGNE,24/04/2023 13:26:24,6 UTILISATEURS,veste barbour
Veste style Barbour,"['https://images1.vinted.net/t/01_02265_Uc3581kb3n3oCsb179bLH4eF/f800/1675104300.jpeg?s=10be986be70c49c53ca29127891226bb43fa8c28', 'https://images1.vinted.net/t/03_01a83_kjUWRrP46atiA4UJesKayHGa/f800/1675104300.jpeg?s=68b073be37394f20fb2e0d3e8445f4f03c9c3ba5', 'https://images1.vinted.net/t/03_01586_1ny8bvRzYPConRoxYntuZKLM/f800/1675104300.jpeg?s=fef0a77468b9e983ec112f2ed941d01134bf0a6d', 'https://images1.vinted.net/t/01_02265_Uc3581kb3n3oCsb179bLH4eF/f800/1675104300.jpeg?s=10be986be70c49c53ca29127891226bb43fa8c28', 'https://images1.vinted.net/t/03_01a83_kjUWRrP46atiA4UJesKayHGa/f800/1675104300.jpeg?s=68b073be37394f20fb2e0d3e8445f4f03c9c3ba5', 'https://images1.vinted.net/t/03_01586_1ny8bvRzYPConRoxYntuZKLM/f800/1675104300.jpeg?s=fef0a77468b9e983ec112f2ed941d01134bf0a6d']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/manteaux/trenchs/2643004606-veste-style-barbour,ALVARO MORENO,"MARRON, BEIGE","10,00 €","Très peut porté.
Taille S","S
SIZE INFORMATION",204,"TOULON, FRANCE",30/01/2023 19:45:00,16 UTILISATEURS,veste barbour
Veste Zara kaki,"['https://images1.vinted.net/t/03_00a1c_tVLjQewcATM3sVJxJttrYntE/f800/1677417978.jpeg?s=206e407f46cf6d9b9bfb7275733d2d229f121147', 'https://images1.vinted.net/t/03_010e0_xbnpKmcQKajLwhUVs9izyDP8/f800/1677417978.jpeg?s=91c3ead565df5a4982c5b6c7897e16d8c0ff2d6f', 'https://images1.vinted.net/t/02_01ad6_9Y33chggMgs4eQqPyCB61uuZ/f800/1677417978.jpeg?s=1b5d95bea14c42998c969acf4287e53e888915b0', 'https://images1.vinted.net/t/02_01365_N4z8uPcKbomar1Q4N8yFiKsp/f800/1677417978.jpeg?s=410aaca415918203d734c3a9914c6265b12eac0e', 'https://images1.vinted.net/t/03_01a75_37rJEy3p3b4ieKgkS1jt9YGa/f800/1677417978.jpeg?s=ca9c0cfd70b32758d5e36e562704d0daf3365aa6', 'https://images1.vinted.net/t/03_00a1c_tVLjQewcATM3sVJxJttrYntE/f800/1677417978.jpeg?s=206e407f46cf6d9b9bfb7275733d2d229f121147', 'https://images1.vinted.net/t/03_010e0_xbnpKmcQKajLwhUVs9izyDP8/f800/1677417978.jpeg?s=91c3ead565df5a4982c5b6c7897e16d8c0ff2d6f', 'https://images1.vinted.net/t/02_01ad6_9Y33chggMgs4eQqPyCB61uuZ/f800/1677417978.jpeg?s=1b5d95bea14c42998c969acf4287e53e888915b0', 'https://images1.vinted.net/t/02_01365_N4z8uPcKbomar1Q4N8yFiKsp/f800/1677417978.jpeg?s=410aaca415918203d734c3a9914c6265b12eac0e', 'https://images1.vinted.net/t/03_01a75_37rJEy3p3b4ieKgkS1jt9YGa/f800/1677417978.jpeg?s=ca9c0cfd70b32758d5e36e562704d0daf3365aa6']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/doudounes/2730847156-veste-zara-kaki,ZARA,KAKI,"20,00 €","Veste Zara style barbour
Couleur vert Kaki
Très bon état 
Taille S","S
SIZE INFORMATION",204,FRANCE,26/02/2023 14:26:18,7 UTILISATEURS,veste barbour
Vest Naf Naf -Macintosh,"['https://images1.vinted.net/t/01_018d7_A5kw6bwMcuU8W2nakZw343Wb/f800/1682142286.jpeg?s=4cd38bba5c1685ab5d6118a5cae58819954030ff', 'https://images1.vinted.net/t/03_00d49_gPVub2JaDvfx4vwt1b3EZbjE/f800/1682142286.jpeg?s=9f908a50c804af8bb73a6bdf9ee8a2f16192b996', 'https://images1.vinted.net/t/03_01c3f_fDGAvDke1nJskW6MnCWrgEwk/f800/1682142286.jpeg?s=5cb2b6881d4067e5ff894bb3431c54f32c704cb2', 'https://images1.vinted.net/t/01_022ca_DdAAKhe5V6kQDWedNsXPwpPX/f800/1682142286.jpeg?s=ff5533c43d22a5ddfba2ba309207f1ef266fb7e6', 'https://images1.vinted.net/t/01_00e23_M235BSSHvXkMxqdgYbH9xJNW/f800/1682142286.jpeg?s=5621d98c8231111fbc345ae6586b1fef65e044c7', 'https://images1.vinted.net/t/01_018d7_A5kw6bwMcuU8W2nakZw343Wb/f800/1682142286.jpeg?s=4cd38bba5c1685ab5d6118a5cae58819954030ff', 'https://images1.vinted.net/t/03_00d49_gPVub2JaDvfx4vwt1b3EZbjE/f800/1682142286.jpeg?s=9f908a50c804af8bb73a6bdf9ee8a2f16192b996', 'https://images1.vinted.net/t/03_01c3f_fDGAvDke1nJskW6MnCWrgEwk/f800/1682142286.jpeg?s=5cb2b6881d4067e5ff894bb3431c54f32c704cb2', 'https://images1.vinted.net/t/01_022ca_DdAAKhe5V6kQDWedNsXPwpPX/f800/1682142286.jpeg?s=ff5533c43d22a5ddfba2ba309207f1ef266fb7e6', 'https://images1.vinted.net/t/01_00e23_M235BSSHvXkMxqdgYbH9xJNW/f800/1682142286.jpeg?s=5621d98c8231111fbc345ae6586b1fef65e044c7']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2930887293-vest-naf-naf-macintosh,NAF NAF,ROUGE,"20,00 €","Magnifique Veste modèle Barbour . 
En excellent état. 
Très peu portée .","XL
SIZE INFORMATION",62,"BRAINE-L'ALLEUD, BELGIQUE",22/04/2023 07:44:46,AUCUN MEMBRE INTERESSE,veste barbour
Chaqueta plumas rosa palo,"['https://images1.vinted.net/t/02_015ba_4ZJxrqvpseg2wrsG3PsGgoDs/f800/1682361377.jpeg?s=07b85d447cfa07fb9ffc5d437c23905276f4404b', 'https://images1.vinted.net/t/03_0126c_G4vennpKQz7jyQ6WeTPo1Ea2/f800/1682361377.jpeg?s=f9cf9a662fe886a77ade49534ae654ac64939825', 'https://images1.vinted.net/t/03_00554_SBiU7qYhcwSnJbMxvKU5swqP/f800/1682361377.jpeg?s=a0e33100664ae2a0e0478bb5a31f2b3a017132bf', 'https://images1.vinted.net/t/02_020b5_oytBHXGWR4FzuL4xWw1bQ1qq/f800/1682361377.jpeg?s=cf3b5b56fb1e02f504eb8ee8673039d91f282ca1', 'https://images1.vinted.net/t/02_015ba_4ZJxrqvpseg2wrsG3PsGgoDs/f800/1682361377.jpeg?s=07b85d447cfa07fb9ffc5d437c23905276f4404b', 'https://images1.vinted.net/t/03_0126c_G4vennpKQz7jyQ6WeTPo1Ea2/f800/1682361377.jpeg?s=f9cf9a662fe886a77ade49534ae654ac64939825', 'https://images1.vinted.net/t/03_00554_SBiU7qYhcwSnJbMxvKU5swqP/f800/1682361377.jpeg?s=a0e33100664ae2a0e0478bb5a31f2b3a017132bf', 'https://images1.vinted.net/t/02_020b5_oytBHXGWR4FzuL4xWw1bQ1qq/f800/1682361377.jpeg?s=cf3b5b56fb1e02f504eb8ee8673039d91f282ca1']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/doudounes/2942764990-chaqueta-plumas-rosa-palo,BARBOUR,ROSE,"25,00 €","No usada nunca, es una xl de niña que es como una xs de adulto.","XS / 34 / 6
SIZE INFORMATION",88,ESPAGNE,24/04/2023 20:36:17,2 UTILISATEURS,veste barbour
Veste matelassée Galeries Lafayette type Barbour,"['https://images1.vinted.net/t/01_002c3_Np3sEgYxY584aqaMkBcee4qE/f800/1679417138.jpeg?s=fea9eaa58055b11482856f250b89531c6f93bdac', 'https://images1.vinted.net/t/02_00796_7nsNHk4MtC1R6X33urBLXnv2/f800/1679417138.jpeg?s=b3a828d4da05a8b66716866549e4341322f81509', 'https://images1.vinted.net/t/03_00c74_U7tyKkGT8JihMFrjLkyoRTLn/f800/1679417138.jpeg?s=a57df70aedcf4bf493f45d65ad4bfeb0e10448f1', 'https://images1.vinted.net/t/01_002c3_Np3sEgYxY584aqaMkBcee4qE/f800/1679417138.jpeg?s=fea9eaa58055b11482856f250b89531c6f93bdac', 'https://images1.vinted.net/t/02_00796_7nsNHk4MtC1R6X33urBLXnv2/f800/1679417138.jpeg?s=b3a828d4da05a8b66716866549e4341322f81509', 'https://images1.vinted.net/t/03_00c74_U7tyKkGT8JihMFrjLkyoRTLn/f800/1679417138.jpeg?s=a57df70aedcf4bf493f45d65ad4bfeb0e10448f1']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2814668642-veste-matelassee-galeries-lafayette-type-barbour,GALERIES LAFAYETTE,"BLEU, MARINE","10,00 €","Veste type Barbour, Ralph Lauren. 

Bon état, taille L","L
SIZE INFORMATION",95,"BRUXELLES, BELGIQUE",21/03/2023 17:45:38,1 UTILISATEUR,veste barbour
Abrigo Barbour,"['https://images1.vinted.net/t/01_00788_Hgf4d5BHjyxHmcmW9BjjmSPZ/f800/1682155310.jpeg?s=e3b8826200ffed1e622949773d662e050edc0c74', 'https://images1.vinted.net/t/01_00249_RksvFHHLpAVoCf2sFNwJcQbm/f800/1682155310.jpeg?s=20ef9292308ef590727f0aa782ff4e645aae7040', 'https://images1.vinted.net/t/02_01242_zHQAaMJYUHt5xjo1c2seUpMg/f800/1682155310.jpeg?s=6193854f4f18005a4948d489cb889f8df261fc4f', 'https://images1.vinted.net/t/01_01245_jQMbYEM3C9VPVpkEnjLuKdKF/f800/1682155310.jpeg?s=b212796d1d3ff101229bc250d1aa4e30021491c9', 'https://images1.vinted.net/t/01_01877_oZacAVPvMqSuUyPvm2DZP1HL/f800/1682155310.jpeg?s=6c6221efd4c1ec9dfa0ef4f044ed39cd9ed45932', 'https://images1.vinted.net/t/01_00788_Hgf4d5BHjyxHmcmW9BjjmSPZ/f800/1682155310.jpeg?s=e3b8826200ffed1e622949773d662e050edc0c74', 'https://images1.vinted.net/t/01_00249_RksvFHHLpAVoCf2sFNwJcQbm/f800/1682155310.jpeg?s=20ef9292308ef590727f0aa782ff4e645aae7040', 'https://images1.vinted.net/t/02_01242_zHQAaMJYUHt5xjo1c2seUpMg/f800/1682155310.jpeg?s=6193854f4f18005a4948d489cb889f8df261fc4f', 'https://images1.vinted.net/t/01_01245_jQMbYEM3C9VPVpkEnjLuKdKF/f800/1682155310.jpeg?s=b212796d1d3ff101229bc250d1aa4e30021491c9', 'https://images1.vinted.net/t/01_01877_oZacAVPvMqSuUyPvm2DZP1HL/f800/1682155310.jpeg?s=6c6221efd4c1ec9dfa0ef4f044ed39cd9ed45932']",https://www.vinted.fr/mujer/ropa/abrigos-y-cazadoras/chaquetas/chaquetas-militares-y-utilitarias/2931406858-abrigo-barbour,BARBOUR,KAKI,"50,00 €",Abrigo Barbour,"XL / 42 / 14
SIZE INFORMATION",301,"CUENCA, ESPAGNE",22/04/2023 11:21:50,8 UTILISATEURS,veste barbour
Casaco Barbour,"['https://images1.vinted.net/t/02_01ea1_3o4ki4ig5JEvQY2VftjwA2Uj/f800/1682018521.jpeg?s=48a4315fef3a8b295cf904f8a114d18fc4d4a704', 'https://images1.vinted.net/t/03_026fb_3RRhzJ2TC2gD7a2WWwSkHP7o/f800/1682018521.jpeg?s=993548c85db89051aff6d991f784d2aba0658194', 'https://images1.vinted.net/t/03_00f39_RxzDPZyYCUzbQWSLwpprGebN/f800/1682018521.jpeg?s=ddcdd4dd8defb5713a61ff8e18ba37e3838df8dc', 'https://images1.vinted.net/t/02_00916_YcojjetnAb7Qx9CoNnPnGUNS/f800/1682018521.jpeg?s=a917acc64ee5687f2afb71cd62ef7d9336ada4f3', 'https://images1.vinted.net/t/02_01ea1_3o4ki4ig5JEvQY2VftjwA2Uj/f800/1682018521.jpeg?s=48a4315fef3a8b295cf904f8a114d18fc4d4a704', 'https://images1.vinted.net/t/03_026fb_3RRhzJ2TC2gD7a2WWwSkHP7o/f800/1682018521.jpeg?s=993548c85db89051aff6d991f784d2aba0658194', 'https://images1.vinted.net/t/03_00f39_RxzDPZyYCUzbQWSLwpprGebN/f800/1682018521.jpeg?s=ddcdd4dd8defb5713a61ff8e18ba37e3838df8dc', 'https://images1.vinted.net/t/02_00916_YcojjetnAb7Qx9CoNnPnGUNS/f800/1682018521.jpeg?s=a917acc64ee5687f2afb71cd62ef7d9336ada4f3']",https://www.vinted.fr/damen/kleidung/jacken-and-mantel/jacken/steppjacken/2927278750-casaco-barbour,BARBOUR,MARRON,"20,00 €",Casaco Barbour,"S / 36 / 8
SIZE INFORMATION",182,"SÃO MIGUEL DE ODRINHAS, PORTUGAL",20/04/2023 21:22:01,3 UTILISATEURS,veste barbour
Barbour trench femme,"['https://images1.vinted.net/t/01_01a73_i7cToq3N1wXVVbjXy4p32pbX/f800/1681647842.jpeg?s=84334ae77d9e3382101af8f1b88121c0796723fe', 'https://images1.vinted.net/t/01_01355_rTyssXEmGi2hYrizRtJ8fnMY/f800/1681647842.jpeg?s=bd9c473e3235b50fbdc5b31aaf48b455b48817ce', 'https://images1.vinted.net/t/01_00486_QKzcx9F8U1QHcS7ggYWHkBNp/f800/1681647842.jpeg?s=91cd0cb0f24f595d9f229ec981d0cab28da55df4', 'https://images1.vinted.net/t/02_02472_NVX64dov7orrJEbZqHxXYwHJ/f800/1681647842.jpeg?s=3a46ca09fddd1d60068d606068d573633638d447', 'https://images1.vinted.net/t/02_019b7_GJYWYEPGAMuQ8oZr39EMMj8s/f800/1681647842.jpeg?s=20e10432258e330fb8087bdf4d116d48ca4be6b8', 'https://images1.vinted.net/t/01_01a73_i7cToq3N1wXVVbjXy4p32pbX/f800/1681647842.jpeg?s=84334ae77d9e3382101af8f1b88121c0796723fe', 'https://images1.vinted.net/t/01_01355_rTyssXEmGi2hYrizRtJ8fnMY/f800/1681647842.jpeg?s=bd9c473e3235b50fbdc5b31aaf48b455b48817ce', 'https://images1.vinted.net/t/01_00486_QKzcx9F8U1QHcS7ggYWHkBNp/f800/1681647842.jpeg?s=91cd0cb0f24f595d9f229ec981d0cab28da55df4', 'https://images1.vinted.net/t/02_02472_NVX64dov7orrJEbZqHxXYwHJ/f800/1681647842.jpeg?s=3a46ca09fddd1d60068d606068d573633638d447', 'https://images1.vinted.net/t/02_019b7_GJYWYEPGAMuQ8oZr39EMMj8s/f800/1681647842.jpeg?s=20e10432258e330fb8087bdf4d116d48ca4be6b8']",https://www.vinted.fr/dames/kleding/jassen-en-jacks/trenchcoats/2909881436-barbour-trench-femme,BARBOUR,BEIGE,"20,00 €","Très bon état,à nettoyer car quelques taches d’où le petit prix.","XXL / 44 / 16
SIZE INFORMATION",131,"QUESNOY-SUR-DEÛLE, FRANCE",16/04/2023 14:24:02,2 UTILISATEURS,veste barbour
Barbour mujer t. M,"['https://images1.vinted.net/t/02_00eb3_mkchfymegEza4qS8bYRqkLRi/f800/1682424484.jpeg?s=60a01fe044f872872b2d7e60ebdbd85e211abd4c', 'https://images1.vinted.net/t/03_0071a_3QWHXd9vVLLzaygc5HikCuwg/f800/1682424484.jpeg?s=8d2b395a9111935b7ed27c00045e83fb27c10d1a', 'https://images1.vinted.net/t/03_00df8_wx5Kdqgp2xFYnsh5LzrHb1rZ/f800/1682424484.jpeg?s=d09dd8a164ebbc9e50c92278ffb6c961b63265d6', 'https://images1.vinted.net/t/01_017fb_SMMVN2DdrD3tLvnfdaCuKVYT/f800/1682424484.jpeg?s=1ab8e254ec474df4386168b522261f57f6e688d9', 'https://images1.vinted.net/t/02_00eb3_mkchfymegEza4qS8bYRqkLRi/f800/1682424484.jpeg?s=60a01fe044f872872b2d7e60ebdbd85e211abd4c', 'https://images1.vinted.net/t/03_0071a_3QWHXd9vVLLzaygc5HikCuwg/f800/1682424484.jpeg?s=8d2b395a9111935b7ed27c00045e83fb27c10d1a', 'https://images1.vinted.net/t/03_00df8_wx5Kdqgp2xFYnsh5LzrHb1rZ/f800/1682424484.jpeg?s=d09dd8a164ebbc9e50c92278ffb6c961b63265d6', 'https://images1.vinted.net/t/01_017fb_SMMVN2DdrD3tLvnfdaCuKVYT/f800/1682424484.jpeg?s=1ab8e254ec474df4386168b522261f57f6e688d9']",https://www.vinted.fr/uomo/vestiti/abbigliamento-da-esterno/giacche/giacche-trapuntate/2944794119-barbour-mujer-t-m,BARBOUR,"NOIR, GRIS","65,00 €","Chaqueta Barbour para Mujer talla M, como nueva, en perfecto estado!","M
SIZE INFORMATION",201,"BARCELONA, ESPAGNE",25/04/2023 14:08:04,4 UTILISATEURS,veste barbour
Barbour donna,"['https://images1.vinted.net/t/01_00de8_zxeeprG1ZSjuxMo4F1WXGDfV/f800/1682443192.jpeg?s=1072773eb47e81f0e380652b74d3d1ddf25f81da', 'https://images1.vinted.net/t/01_00737_rZUACMXxFV7D5oBQ19ZfNJsi/f800/1682443192.jpeg?s=50fc68361985e793e248e98ec4aeece8876626df', 'https://images1.vinted.net/t/01_01971_RcK9JNvN75kqXFWpjWQqsvo1/f800/1682443192.jpeg?s=998ed02d8d4542520f0d744276ec855258cc8dcd', 'https://images1.vinted.net/t/03_0030f_Hur5qPMbZMdagHhp9z8zeMhg/f800/1682443192.jpeg?s=c5b26e8df200e874f538fb069b4ba6668b920230', 'https://images1.vinted.net/t/03_009c9_Zfe1EwiTCvWqAAw1DyCMLFQT/f800/1682443192.jpeg?s=fcd4c0932345bb6f33e03c7221850841b1ee4582', 'https://images1.vinted.net/t/01_00de8_zxeeprG1ZSjuxMo4F1WXGDfV/f800/1682443192.jpeg?s=1072773eb47e81f0e380652b74d3d1ddf25f81da', 'https://images1.vinted.net/t/01_00737_rZUACMXxFV7D5oBQ19ZfNJsi/f800/1682443192.jpeg?s=50fc68361985e793e248e98ec4aeece8876626df', 'https://images1.vinted.net/t/01_01971_RcK9JNvN75kqXFWpjWQqsvo1/f800/1682443192.jpeg?s=998ed02d8d4542520f0d744276ec855258cc8dcd', 'https://images1.vinted.net/t/03_0030f_Hur5qPMbZMdagHhp9z8zeMhg/f800/1682443192.jpeg?s=c5b26e8df200e874f538fb069b4ba6668b920230', 'https://images1.vinted.net/t/03_009c9_Zfe1EwiTCvWqAAw1DyCMLFQT/f800/1682443192.jpeg?s=fcd4c0932345bb6f33e03c7221850841b1ee4582']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/piumini/2946285469-barbour-donna,BARBOUR,VERT FONCÉ,"60,00 €","Giacca trapuntata Barbour. 
Taglia Eu 38/Fr 40/ Uk12 Colore dark olive
Perfetto stato, indossato una volta .","M / 38 / 10
SIZE INFORMATION",191,"LECCE, ITALIE",25/04/2023 19:19:52,2 UTILISATEURS,veste barbour
Barbour jacket,"['https://images1.vinted.net/t/03_0099d_MdN1hLZiR5B6wb85zcepjeak/f800/1682350286.jpeg?s=55c7c600ce7bb79ac9fb8b384b09ec5aa428c512', 'https://images1.vinted.net/t/02_02631_z5RqG2sPfE4UUwnCZtup3sCY/f800/1682350286.jpeg?s=fff391ee319985ffa69b34069a7dcc20526077e6', 'https://images1.vinted.net/t/02_01679_eetR8qGb3epLwrVggsTM4xsa/f800/1682350286.jpeg?s=c6e9f3555264aa5f470f4246d05df0d0d87c071a', 'https://images1.vinted.net/t/03_003dc_6uU73Ycg46Njo81EqXTiqXHG/f800/1682350286.jpeg?s=9fda08bdab1c349f32491d978db7d545b0bb2da8', 'https://images1.vinted.net/t/03_0041d_ddSXa9Rtw6GsiHX1wzpnZQL3/f800/1682350286.jpeg?s=30369c66079d9faf3f22cf9b6824b685d52feb8b', 'https://images1.vinted.net/t/03_0099d_MdN1hLZiR5B6wb85zcepjeak/f800/1682350286.jpeg?s=55c7c600ce7bb79ac9fb8b384b09ec5aa428c512', 'https://images1.vinted.net/t/02_02631_z5RqG2sPfE4UUwnCZtup3sCY/f800/1682350286.jpeg?s=fff391ee319985ffa69b34069a7dcc20526077e6', 'https://images1.vinted.net/t/02_01679_eetR8qGb3epLwrVggsTM4xsa/f800/1682350286.jpeg?s=c6e9f3555264aa5f470f4246d05df0d0d87c071a', 'https://images1.vinted.net/t/03_003dc_6uU73Ycg46Njo81EqXTiqXHG/f800/1682350286.jpeg?s=9fda08bdab1c349f32491d978db7d545b0bb2da8', 'https://images1.vinted.net/t/03_0041d_ddSXa9Rtw6GsiHX1wzpnZQL3/f800/1682350286.jpeg?s=30369c66079d9faf3f22cf9b6824b685d52feb8b']",https://www.vinted.fr/mulher/roupa/vestuario-de-exterior/blusoes/casacos-acolchoados/2941842806-barbour-jacket,BARBOUR,NOIR,"20,00 €",Barbour jacket,"M / 38 / 10
SIZE INFORMATION",127,"ALMANCIL, PORTUGAL",24/04/2023 17:31:26,1 UTILISATEUR,veste barbour
Barbour modello Bushman,"['https://images1.vinted.net/t/01_00542_xCbUNRPbU7zZz72KMXj3Z3JA/f800/1682490554.jpeg?s=37021551d344a371ec93023577b6c2280679ecc4', 'https://images1.vinted.net/t/01_019db_x1qrVtSJgEbD2mR1F1kgq6Jg/f800/1682490554.jpeg?s=f2fb08a28b7266d76c8e69e67ad4dbfe34eedba4', 'https://images1.vinted.net/t/02_0245c_Sde3bEVLeUGzTVojpAg2E8TB/f800/1682490554.jpeg?s=4bffdbf0e9ee51ce0b4072083b9f4b1d5d59f6dd', 'https://images1.vinted.net/t/02_007e8_XDDfiMGnh3xQ7YUDzrZ741ky/f800/1682490554.jpeg?s=9eff9b61198a78bd55d2b9f0dff395e5c5f4f297', 'https://images1.vinted.net/t/03_014e0_8yhvyg3gcQLhKv9Q9zJZsxwj/f800/1682490554.jpeg?s=453a6b99a490f038ed4007a674d039c55e9c3fab', 'https://images1.vinted.net/t/01_00542_xCbUNRPbU7zZz72KMXj3Z3JA/f800/1682490554.jpeg?s=37021551d344a371ec93023577b6c2280679ecc4', 'https://images1.vinted.net/t/01_019db_x1qrVtSJgEbD2mR1F1kgq6Jg/f800/1682490554.jpeg?s=f2fb08a28b7266d76c8e69e67ad4dbfe34eedba4', 'https://images1.vinted.net/t/02_0245c_Sde3bEVLeUGzTVojpAg2E8TB/f800/1682490554.jpeg?s=4bffdbf0e9ee51ce0b4072083b9f4b1d5d59f6dd', 'https://images1.vinted.net/t/02_007e8_XDDfiMGnh3xQ7YUDzrZ741ky/f800/1682490554.jpeg?s=9eff9b61198a78bd55d2b9f0dff395e5c5f4f297', 'https://images1.vinted.net/t/03_014e0_8yhvyg3gcQLhKv9Q9zJZsxwj/f800/1682490554.jpeg?s=453a6b99a490f038ed4007a674d039c55e9c3fab']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2947427812-barbour-modello-bushman,BARBOUR,MARRON,"70,00 €","Giacca Barbour modello Bushman vintage, in buone condizioni. 
Esterno in tela di cotone cerata. Colore marrone. Taglia L.","L
SIZE INFORMATION",395,"FIRENZE, ITALIE",26/04/2023 08:29:14,4 UTILISATEURS,veste barbour
